ImageName,Gender,General,Descr,Detail,Magnification,Location,Host,Species,ScientificName_accepted,ScientificName,Class,Order,Family,Genus
achrspk16.jpg,female,,,tail,400X,"Konza Prairie, Kansas",Big bluestem/|_ittle bluestem,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk17.jpg,female,,,vulva,400X,"Konza Prairie, Kansas",Big bluestem/|_ittle bluestem,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk18.jpg,female,,,vulva,400X,"Konza Prairie, Kansas",Bluesgrass,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk19.jpg,female,,,tail,400X,"Konza Prairie, Kansas",Big bluestem,Achromadora sp-,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk2.jpg,female,,,head,400X,"Konza Prairie, Kansas",,Achromadora SP.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk20.jpg,female,,,vulva,400X,"Konza Prairie, Kansas",,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk21.jpg,female,,,amphid,400X,"Konza Prairie, Kansas",,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk3.jpg,female,,,tail,400X,"Konza Prairie, Kansas",,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk4.jpg,female,,,vulva,400X,"Konza Prairie, Kansas",,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk5.jpg,juvenile,,,body,100X,"Konza Prairie, Kansas",,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk6.jpg,juvenile,,,head,400X,"Konza Prairie, Kansas",,Achromadora sp:,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk7.jpg,juvenile,,,tail tip,400X,"Konza Prairie, Kansas",Big bluestem,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk8.jpg,juvenile,,,head,1000X,"Konza Prairie, Kansas",,Achromadora sp.,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
achrspk9.jpg,juvenile,,,amphid,1000X,"Konza Prairie, Kansas",,Achromadora Le,Achromadora,Achromadora,Chromadorea,Chromadorida,Achromadoridae,Achromadora
accil1.jpg,female,,,body,400X,"Konza Prairie, Kansas",Sunegeass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil10.jpg,female,,,basal bulb,1000X,"Konza Prairie, Kansas",Bluegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil11.jpg,female,,,head,1000X,"Konza Prairie, Kansas",Bluegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil12.jpg,female,,,head,1000X,"Konza Prairie, Kansas",Blucgess,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil13.jpg,female,,,body,100X,"Konza Prairie, Kansas",Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil14.jpg,female,,,tail,400X,"Konza Prairie, Kansas",Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil15.jpg,female,,,vulva,400X,"Konza Prairie, Kansas",Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil16.jpg,female,,,head,400X,"Konza Prairie, Kansas",Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil17.jpg,female,,,lateral field,1000X,"Konza Prairie, Kansas",Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil18.jpg,female,,,head,1000X,"Konza Prairie, Kansas",Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil19.jpg,female,,,head,1000X,"Konza Prairie, Kansas",Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil2.jpg,female,,,head,400X,"Konza Prairie, Kansas",Junegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil21.jpg,female,,,head,400X,"Konza Prairie, Kansas",Serbner's panicum,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil22.jpg,female,,,head,1000X,"Konza Prairie, Kansas",Serbner's panicum,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil23.jpg,female,,,head,1000X,"Konza Prairie, Kansas",Scribner's panicum,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil3.jpg,female,,,basal bulb,400X,"Konza Prairie, Kansas",Junegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil4.jpg,female,,,vulva,400X,"Konza Prairie, Kansas",Junegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil5.jpg,female,,,anus,400X,"Konza Prairie, Kansas",Junegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil6.jpg,female,,,tail,400X,"Konza Prairie, Kansas",Junegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil7.jpg,female,,,anterior,400X,"Konza Prairie, Kansas",Junegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil8.jpg,female,,,tail,400X,"Konza Prairie, Kansas",Bluegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accil9.jpg,female,,,head,400X,"Konza Prairie, Kansas",Bluegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accilidrw.jpg,,,,compare,,,,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accte1.jpg,female,,,head,400X,"Mead pasture, Meade county, South Dakota",Dead pig A,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accte2.jpg,female,,,tail,400X,"Mead pasture, Meade county, South Dakota",Dead pig A,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
accte3.jpg,female,,,head,1000X,"Mead pasture, Meade county, South Dakota",Dead pig A,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph1.jpg,female,,,body,100X,"Konza Prairie, Kansas",Big bluestem/|_ittle bluestem,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph10.jpg,female,,,vulva,400X,"Konza Prairie, Kansas",Little bluestem/ Scribner's panicum,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph11.jpg,female,,,body,100X,"Konza Prairie, Kansas",Little bluestem/ Scribner's panicum,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph12.jpg,juvenile,,,body,100X,"Konza Prairie, Kansas",Little bluestem/Bluegrass,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph13.jpg,juvenile,,,head,400X,"Konza Prairie, Kansas",Little bluestem/Bluegrass,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph14.jpg,female,,,vulva,400X,"Konza Prairie, Kansas",Little bluestem/Bluegrass,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph15.jpg,female,,,tail,400X,"Konza Prairie, Kansas",Little bluestem/Bluegrass,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph16.jpg,juvenile,,,head,400X,"Konza Prairie, Kansas",Little bluestem/Bluegrass,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph2.jpg,female,,,head,400X,"Konza Prairie, Kansas",Big bluestem/|_ittle bluestem,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph3.jpg,female,,,tail,400X,"Konza Prairie, Kansas",Big bluestem/|_ittle bluestem,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph4.jpg,female,,,head,1000X,"Konza Prairie, Kansas",Big bluestem/|_ittle bluestem,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph5.jpg,female,,,head,1000X,"Konza Prairie, Kansas",Big bluestem/|_ittle bluestem,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph6.jpg,female,,,head,1000X,"Konza Prairie, Kansas",Little bluestem/ Scribner's panicum,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph7.jpg,female,,,tail,400X,"Konza Prairie, Kansas",Little bluestem/ Scribner's panicum,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph8.jpg,female,,,tail,400X,"Konza Prairie, Kansas",Little bluestem/ Scribner's panicum,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
aceph9.jpg,female,,,head,400X,"Konza Prairie, Kansas",Little bluestem/ Scribner's panicum,Acrobeles cephalatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acomp1.jpg,female,,,head,400X,"Konza Prairie, Kansas",Little bluestem,Acrobeles complexus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acomp2.jpg,female,,,vulva,400X,"Konza Prairie, Kansas",Little bluestem,Acrobeles complexus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acomp3.jpg,female,,,tail,400X,"Konza Prairie, Kansas",Little bluestem,Acrobeles eau,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acomp4.jpg,female,,,head,1000X,"Konza Prairie, Kansas",Little bluestem,Acrobeles complexus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acomp5.jpg,female,,,probolae,1000X,"Konza Prairie, Kansas",Little bluestem,Acrobeles complexus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acomp6.jpg,female,,,phasmid,1000X,"Konza Prairie, Kansas",Little bluestem,Acrobeles complexus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acomp7.jpg,juvenile,,,head,400X,"Konza Prairie, Kansas",Sporobolus,Acrobeles complexus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acomp8.jpg,juvenile,,,tail,400X,"Konza Prairie, Kansas",Sporobolus,Acrobeles complexus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acor1.jpg,juvenile,,,esophagus,400X,"Konza Prairie, Kansas",,Acrobeles omatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acrobe1.jpg,female,,,head,400X,"Konza Prairie, Kansas",Little bluestem,Acrobeles sp.,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acrobe2.jpg,female,,,tail,400X,"Konza Prairie, Kansas",Scribner's panicum,Acrobeles sp.,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acrobe3.jpg,female,,,ovary,200X,"Konza Prairie, Kansas",Little bluestem,Acrobeles sp.,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acrobe4.jpg,female,,,head,1000X,"Konza Prairie, Kansas",Little bluestem/Seribner's panicum,Acrobeles sp.,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acrobe5.jpg,female,,,vulva,1000X,"Konza Prairie, Kansas",,Acrobeles sp.,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
Acrobeles_ciliatus_head.jpg,female,,,head,1000X,"Konza Prairie, Kansas",,Acrobeles sp.,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acromp1.jpg,female,,,body,100X,"Haughton impact crater, Devon Island, Nunavut",,Acrobeles complexus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acromp2.jpg,female,,,tail,400X,"Haughton impact crater, Devon Island, Nunavut",,Acrobeles complexus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acromp3.jpg,female,,,vulva,400X,"Haughton impact crater, Devon Island, Nunavut",,Acrobeles complexus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acromp4.jpg,female,,,head,1000X,"Haughton impact crater, Devon Island, Nunavut",,Acrobeles complexus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acromp5.jpg,female,,,head,1000X,"Haughton impact crater, Devon Island, Nunavut",,Acrobeles complexus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acromp6.jpg,female,,,phasmid,1000X,"Haughton impact crater, Devon Island, Nunavut",,Acrobeles complexus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten1.jpg,juvenile,,,body,100X,"Konza Prairie, Kansas",,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten10.jpg,female,,,body,100X,"Konza Prairie, Kansas",Little bluestem,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten11.jpg,female,,,tail,400X,"Konza Prairie, Kansas",Little bluestem,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten12.jpg,female,,,head,400X,"Konza Prairie, Kansas",Little bluestem,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten13.jpg,female,,,vulva,400X,"Konza Prairie, Kansas",Little bluestem,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten14.jpg,female,,,probolae,1000X,"Konza Prairie, Kansas",Little bluestem,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten15.jpg,female,,,head,1000X,"Konza Prairie, Kansas",Little bluestem,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten16.jpg,female,,,vulva,1000X,"Konza Prairie, Kansas",Little bluestem,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten17.jpg,female,,,phasmid,1000X,"Konza Prairie, Kansas",Little bluestem,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten18.jpg,female,,,head,400X,"Konza Prairie, Kansas",Big bluestem/|_ittle bluestem,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten19.jpg,female,,,tail,400X,"Konza Prairie, Kansas",Big bluestem,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten2.jpg,juvenile,,,head,400X,"Konza Prairie, Kansas",Little bluestem,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten3.jpg,juvenile,,,tail,400X,"Konza Prairie, Kansas",,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten4.jpg,juvenile,,,tail,200X,"Konza Prairie, Kansas",Little bluestem,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten5.jpg,juvenile,,,head,200X,"Konza Prairie, Kansas",Little bluestem,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten6.jpg,female,,,head,400X,"Konza Prairie, Kansas",Junegrass,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten7.jpg,female,,,vulva,200X,"Konza Prairie, Kansas",Junegrass,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten8.jpg,female,,,tail,400X,"Konza Prairie, Kansas",,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acten9.jpg,female,,,vulva,400X,"Konza Prairie, Kansas",Junegrass,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles
acbuts1.jpg,female,,,lateral field,400X,"Konza Prairie, Kansas",Sporobolus,Acrobeloides maximus,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acbuts2.jpg,female,,,tail,400X,"Konza Prairie, Kansas",Sporobolus,Acrobeloides ?maximus,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acbuts3.jpg,female,,,head,400X,"Konza Prairie, Kansas",Sporobolus,Acrobeloides ?maximus,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acbuts4.jpg,female,,,body,40X,"Konza Prairie, Kansas",Sporobolus,Acrobeloides ?maximus,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acbuts5.jpg,juvenile,,,head,400X,"Konza Prairie, Kansas",Big bluestem/|_ittle bluestem,Acrobeloides butschlii,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acbuts6.jpg,juvenile,,,tail,400X,"Konza Prairie, Kansas",Sporobolus,Acrobeloides butschlii,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acbuts7.jpg,juvenile,,,head,400X,"Konza Prairie, Kansas",Bluegrass,Acrobeloides butschlii,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acbuts8.jpg,juvenile,,,tail,400X,"Konza Prairie, Kansas",Bluegrass,Acrobeloides butschli,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acbuts9.jpg,juvenile,,,head,1000X,"Konza Prairie, Kansas",Bluegrass,Acrobeloides butschlii,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acmax1.jpg,juvenile,,,tail,400X,"Konza Prairie, Kansas",,Acrobeloides maximus,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acmax2.jpg,juvenile,,,head,400X,"Konza Prairie, Kansas",,Acrobeloides maximus,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acmi1.jpg,female,,,body,100X,"Nine Mile Prairie, Lancaster County, Nebraska",,Acrobeloides minor,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acmi2.jpg,female,,,tail,400X,"Nine Mile Prairie, Lancaster County, Nebraska",,Acrobeloides minor,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acmi3.jpg,female,,,vulva,400X,"Nine Mile Prairie, Lancaster County, Nebraska",,Acrobeloides minor,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acmi4.jpg,female,,,lateral field,400X,"Nine Mile Prairie, Lancaster County, Nebraska",,Acrobeloides minor,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acmi5.jpg,female,,,head,400X,"Nine Mile Prairie, Lancaster County, Nebraska",Attemesia,Acrobeloides minor,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acrap1.jpg,female,,,tail,400X,"Konza Prairie, Kansas",Little bluestem,Acrobeloides apiculatus,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acrap2.jpg,female,,,body,100X,"Konza Prairie, Kansas",Little bluestem,Acrobeloides apiculatus,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acrap3.jpg,female,,,vulva,400X,"Konza Prairie, Kansas",Little bluestem,Acrobeloides apicula,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acrap4.jpg,female,,,basal bulb,400X,"Konza Prairie, Kansas",Little bluestem,Acrobeloides apiculatus,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acrap5.jpg,female,,,head,400X,"Konza Prairie, Kansas",Little bluestem,Acrobeloides apiculatus,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
acroen1.jpg,female,,,body,40X,"Konza Prairie, Kansas",Serbner's panicum,Acrobeloides enoplus,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides
