Key,Param,Image,Obs,Genus,Include,ImageDetail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiam11.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,esophageal bulb,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiam12.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,cardia,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiam13.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,vulva,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiam14.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,vulva,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiam15.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,head,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiam16.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,spicules,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiam18.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,head,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiam19.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiam2.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,esophagus,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiam3.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiam4.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,head,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiam5.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,body,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiam6.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,anterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiam7.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,anterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiam8.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,body,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiam9.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,head,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiamcmp.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,compare,
4,accordioncollapse-1-004,https://nematode.unl.edu/xibrasil1.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,body,
4,accordioncollapse-1-004,https://nematode.unl.edu/xibrasil10.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,pharyngeal bulb/DN,
4,accordioncollapse-1-004,https://nematode.unl.edu/xibrasil11.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,vulva,
4,accordioncollapse-1-004,https://nematode.unl.edu/xibrasil12.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xibrasil13.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,amphid,
4,accordioncollapse-1-004,https://nematode.unl.edu/xibrasil14.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,body,
4,accordioncollapse-1-004,https://nematode.unl.edu/xibrasil15.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,body,
4,accordioncollapse-1-004,https://nematode.unl.edu/xibrasil2.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,head,
4,accordioncollapse-1-004,https://nematode.unl.edu/xibrasil3.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,head,
4,accordioncollapse-1-004,https://nematode.unl.edu/xibrasil4.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,pharyngeal bulb,
4,accordioncollapse-1-004,https://nematode.unl.edu/xibrasil5.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,vulva,
4,accordioncollapse-1-004,https://nematode.unl.edu/xibrasil6.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail tip,
4,accordioncollapse-1-004,https://nematode.unl.edu/xibrasil7.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,amphid,
4,accordioncollapse-1-004,https://nematode.unl.edu/xibrasil8.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,body,
4,accordioncollapse-1-004,https://nematode.unl.edu/xibrasil9.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,head,
4,accordioncollapse-1-004,https://nematode.unl.edu/xindexdrw.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,comare,
4,accordioncollapse-1-004,https://nematode.unl.edu/xipam1.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,prerectum,
4,accordioncollapse-1-004,https://nematode.unl.edu/xipham1.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,body,
4,accordioncollapse-1-004,https://nematode.unl.edu/xipham2.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,body,
4,accordioncollapse-1-004,https://nematode.unl.edu/xipham3.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,head,
4,accordioncollapse-1-004,https://nematode.unl.edu/xipham4.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,vulva,
4,accordioncollapse-1-004,https://nematode.unl.edu/xipham5.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphamer1.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,body,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphamer2.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,head,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphamer3.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,basal esophagus,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphamer4.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,vulva,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphamer5.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphibe1.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,body,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphibe2.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,anterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphibe3.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,reproductive tract,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphibe4.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphibe5.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,anterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphibe6.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,amphid,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphibe7.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,vulva,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphibe8.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphis1.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,body,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv10.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,vulva,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv11.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,head,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv12.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,body,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv13.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,posterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv14.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,body,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv15.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,anterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv2.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv20.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,vulva,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv21.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv22.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,anterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv23.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,vulva,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv24.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,z-organ,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv25.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,anterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv26.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv27.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,vulva,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv28.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,z-organ,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv29.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,anterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv3.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,basal esophagus,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv30.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,z-organ,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv31.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,anterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv32.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,body,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv33.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,posterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv34.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,body,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv35.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,posterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv36.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,anterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv37.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,head,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv38.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,basal esophagus,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv39.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv40.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv41.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,body,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv42.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,spicules/supplements,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv43.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,body,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv44.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,posterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv45.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,anterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv46.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,head,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv47.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,esophagus,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv48.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail tip, spicules
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv49.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv50.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,anterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv51.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,head,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv52.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv54.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv55.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,body,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv56.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,head,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv57.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,vulva,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv58.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv59.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,anterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv60.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv61.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,anterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv62.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,posterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv63.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,head,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv64.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv7.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,anterior,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv8.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,amphid,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphiv9.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,tail,
4,accordioncollapse-1-004,https://nematode.unl.edu/xiphivcmp.jpg,Stylet extensions with sclerotized basal flanges; guiding ring near the base of stylet just anterior to junction of stylet and stylet extensions,Xiphinema,Yes,compare,
5,accordioncollapse-1-005,https://nematode.unl.edu/lobre1.jpg,"Amphid openings are minute, slit like; amphids consisting of large pouches that almost encircle the head",Longidorus,Yes,body,
5,accordioncollapse-1-005,https://nematode.unl.edu/lobrevcmp.jpg,"Amphid openings are minute, slit like; amphids consisting of large pouches that almost encircle the head",Longidorus,Yes,compare,
5,accordioncollapse-1-005,https://nematode.unl.edu/lobrevi1.jpg,"Amphid openings are minute, slit like; amphids consisting of large pouches that almost encircle the head",Longidorus,Yes,body,
5,accordioncollapse-1-005,https://nematode.unl.edu/lobrevi2.jpg,"Amphid openings are minute, slit like; amphids consisting of large pouches that almost encircle the head",Longidorus,Yes,head,
5,accordioncollapse-1-005,https://nematode.unl.edu/lobrevi3.jpg,"Amphid openings are minute, slit like; amphids consisting of large pouches that almost encircle the head",Longidorus,Yes,vulva,
5,accordioncollapse-1-005,https://nematode.unl.edu/lobrevi4.jpg,"Amphid openings are minute, slit like; amphids consisting of large pouches that almost encircle the head",Longidorus,Yes,tail,
5,accordioncollapse-1-005,https://nematode.unl.edu/lobrevi5.jpg,"Amphid openings are minute, slit like; amphids consisting of large pouches that almost encircle the head",Longidorus,Yes,head,
5,accordioncollapse-1-005,https://nematode.unl.edu/lobrevi6.jpg,"Amphid openings are minute, slit like; amphids consisting of large pouches that almost encircle the head",Longidorus,Yes,vulva,
5,accordioncollapse-1-005,https://nematode.unl.edu/lobrevi7.jpg,"Amphid openings are minute, slit like; amphids consisting of large pouches that almost encircle the head",Longidorus,Yes,tail,
5,accordioncollapse-1-005,https://nematode.unl.edu/longmi1.jpg,"Amphid openings are minute, slit like; amphids consisting of large pouches that almost encircle the head",Longidorus,Yes,body,
5,accordioncollapse-1-005,https://nematode.unl.edu/longmi2.jpg,"Amphid openings are minute, slit like; amphids consisting of large pouches that almost encircle the head",Longidorus,Yes,head,
5,accordioncollapse-1-005,https://nematode.unl.edu/longmi3.jpg,"Amphid openings are minute, slit like; amphids consisting of large pouches that almost encircle the head",Longidorus,Yes,esophagus,
